S.No,Country/Region,ISO3,Exports_1,Imports_1,Total Trade_1,Trd.Bal_1,Exports_2,Imports_2,Total Trade_2,Trd.Bal_2,Export_Share_of_TotalTrade_%,Import_Share_of_TotalTrade_%,TradeBalance_Ratio_%,Exports_Growth_Computed_%,Imports_Growth_Computed_%,TotalTrade_Growth_%,Total_Trade_Calculated_Y1,Total_Trade_Difference_Y1,Total_Trade_Validation_Y1,Trade_Balance_Calculated_Y1,Trade_Balance_Difference_Y1,Trade_Balance_Validation_Y1,Total_Trade_Calculated_Y0,Total_Trade_Difference_Y0,Total_Trade_Validation_Y0,Trade_Balance_Calculated_Y0,Trade_Balance_Difference_Y0,Trade_Balance_Validation_Y0,Continent,Regional_Grouping,Income_Group_WB,GDP_USD_million_External,GDP_Growth_%_Derived,GDP_per_Capita_USD_Derived,Population_million_External,FTA_with_India,Distance_from_India_km_approx,Import_to_Export_Ratio,Trade_Balance_Category,Import_Dependency,Export_Dependency,Export_Growth_Category,Imports_Growth_Category,TotalTrade_Growth_Category,Trade_Pressure_Score_0_100,Trade_Pressure_Category,Export_Opportunity_Score_0_100_Sim,Market_Risk_Score_0_100_Sim,Investment_Priority_Score_0_100_Sim,Target_Market_Priority_Score_0_100_Sim,Expected_Revenue_USD_million_Sim,Expected_Cost_USD_million_Sim,Expected_Profit_USD_million_Sim,Profit_Margin_%_Sim,Investment_Required_USD_million_Sim,Expected_ROI_%_Sim,Recommended_Action_Sim,GDP_Source,GDP_Source_Year,Population_Source,Population_Source_Year,Classification_Source,Classification_Source_Year,Distance_Source,Year_Status_Note,Import_to_Export_Ratio_Status,Predictive_Next_Year_Exports,Predictive_Next_Year_Imports,Predictive_Next_Year_Total_Trade,Predictive_Next_Year_Trade_Balance,Predictive_Export_Lag_1,Predictive_Import_Lag_1,Predictive_Trade_Lag_1,Predictive_TradeBalance_Lag_1
144,NICARAGUA,NIC,845.09,177.85,1022.94,667.24,1095.1,178.66,1273.76,916.44,82.6138385438051,17.386161456194888,65.22767708761022,29.583831307908014,0.4554399775091382,24.5195221616126,1022.94,0.0,Valid,667.24,0.0,Valid,1273.76,0.0,Valid,916.44,0.0,Valid,Americas,Latin America and the Caribbean,Lower-middle income,17829.22,13.93,2577.91,6.916,No,15851.0,0.2105,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,Moderate Growth,High Growth,24.2,Low Trade Pressure,65.1,24.2,70.4,63.4,42.25,28.73,13.52,32.0,33.8,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,845.09,177.85,1022.94,667.24,1095.1,178.66,1273.76,916.44
145,NIGER,NER,313.44,453.7,767.14,-140.26,498.67,274.65,773.32,224.02,40.85825273092265,59.14174726907735,-18.283494538154702,59.09583971413988,-39.46440379105136,0.8055895925124571,767.14,0.0,Valid,-140.26,0.0,Valid,773.3199999999999,0.0,Valid,224.02000000000004,-0.0,Valid,Africa,Sub-Saharan Africa,Low income,16819.17,8.98,622.19,27.032,No,7260.0,1.4475,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,Negative Growth,Moderate Growth,22.2,Low Trade Pressure,72.2,22.2,75.0,67.5,15.67,10.66,5.01,31.97,12.54,39.95,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,313.44,453.7,767.14,-140.26,498.67,274.65,773.32,224.02
146,NIGERIA,NGA,26093.07,21905.42,47998.49,4187.66,20330.22,30612.11,50942.34,-10281.89,54.36227264649367,45.63772735350633,8.724566126976079,-22.08574920467388,39.74673847842225,6.133213774016638,47998.49,0.0,Valid,4187.6500000000015,0.01,Valid,50942.33,0.01,Valid,-10281.89,0.0,Valid,Africa,Sub-Saharan Africa,Lower-middle income,362814.95,-23.23,1559.29,232.679,No,7448.0,0.8395,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,High Growth,Moderate Growth,26.5,Low Trade Pressure,51.2,26.5,62.4,56.2,1304.65,887.17,417.48,32.0,1043.72,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,26093.07,21905.42,47998.49,4187.66,20330.22,30612.11,50942.34,-10281.89
147,NORFOLK IS,NFK,0.14,0.94,1.07,-0.8,6.77,2.51,9.28,4.26,13.08411214953271,87.85046728971962,-74.76635514018692,4735.714285714285,167.0212765957447,767.2897196261681,1.08,-0.01,Valid,-0.7999999999999999,-0.0,Valid,9.28,0.0,Valid,4.26,0.0,Valid,Oceania,,,,,,,No,11158.0,6.7143,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,13.8,Low Trade Pressure,60.4,13.8,73.3,66.0,0.01,0.01,0.0,0.0,0.01,0.0,Diversify Product,,,,,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,0.14,0.94,1.07,-0.8,6.77,2.51,9.28,4.26
148,NORWAY,NOR,2771.02,5397.42,8168.43,-2626.4,3008.58,4260.18,7268.76,-1251.6,33.92353242912041,66.0765899934259,-32.153057564305506,8.573016434381561,-21.070066809697963,-11.013989224367474,8168.44,-0.01,Valid,-2626.4,0.0,Valid,7268.76,0.0,Valid,-1251.6000000000004,0.0,Valid,Europe,Europe and Central Asia,High income,485513.32,-18.23,87130.12,5.572,Yes - In force,6859.0,1.9478,Trade Deficit,High Import Dependency,Low Export Dependency,Moderate Growth,Negative Growth,Negative Growth,25.4,Low Trade Pressure,57.8,25.4,66.2,69.6,138.55,94.21,44.34,32.0,110.84,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,2771.02,5397.42,8168.43,-2626.4,3008.58,4260.18,7268.76,-1251.6
149,OMAN,OMN,30649.44,32102.9,62752.34,-1453.46,28468.13,45671.42,74139.55,-17203.3,48.84190772806241,51.15809227193759,-2.3161845438751767,-7.116965269185988,42.26571431241413,18.146271517524298,62752.34,0.0,Valid,-1453.4600000000028,0.0,Valid,74139.55,0.0,Valid,-17203.289999999997,-0.01,Valid,Asia,"Middle East, North Africa, Afghanistan and Pakistan",High income,108192.46,-5.65,20485.03,5.282,Yes - In force,2085.0,1.0474,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Negative Growth,High Growth,High Growth,27.3,Low Trade Pressure,60.8,27.3,66.8,70.1,1532.47,1042.08,490.39,32.0,1225.98,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,30649.44,32102.9,62752.34,-1453.46,28468.13,45671.42,74139.55,-17203.3
150,PAKISTAN IR,PAK,9148.27,23.65,9171.92,9124.62,3764.1,3.56,3767.66,3760.55,99.74214777276732,0.2578522272326841,99.48429554553464,-58.854515662524165,-84.94714587737843,-58.92179609067676,9171.92,0.0,Valid,9124.62,0.0,Valid,3767.66,0.0,Valid,3760.54,0.01,Valid,Asia,"Middle East, North Africa, Afghanistan and Pakistan",Lower-middle income,338368.46,-9.72,1346.64,251.269,No,1316.0,0.0026,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,23.6,Low Trade Pressure,31.2,23.6,53.8,48.4,457.41,311.04,146.37,32.0,365.93,40.0,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,9148.27,23.65,9171.92,9124.62,3764.1,3.56,3767.66,3760.55
151,PALAU,PLW,1.14,17.07,18.21,-15.92,,,0.0,0.0,6.260296540362438,93.73970345963755,-87.42449203734212,,,-100.0,18.21,0.0,Valid,-15.93,0.01,Valid,,,Missing,,,Missing,Oceania,East Asia and Pacific,High income,263.02,8.54,14864.13,0.018,No,6334.0,14.9737,Trade Deficit,High Import Dependency,Low Export Dependency,Missing,Missing,Negative Growth,27.8,Low Trade Pressure,30.9,27.8,51.6,46.4,0.06,0.03,0.03,50.0,0.05,60.0,Reduce Import Dependency,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1.14,17.07,18.21,-15.92,,,0.0,0.0
152,PANAMA REPUBLIC,PAN,2101.68,3033.93,5135.61,-932.25,1994.56,701.82,2696.38,1292.74,40.923668269202686,59.076331730797314,-18.15266346159463,-5.096874881047539,-76.86762713707962,-47.49640256950975,5135.61,0.0,Valid,-932.25,0.0,Valid,2696.38,0.0,Valid,1292.7399999999998,0.0,Valid,Americas,Latin America and the Caribbean,High income,83382.4,8.96,18465.5,4.516,No,15924.0,1.4436,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Negative Growth,Negative Growth,Negative Growth,24.1,Low Trade Pressure,48.5,24.1,62.2,56.0,105.08,71.44,33.64,32.01,84.06,40.02,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,2101.68,3033.93,5135.61,-932.25,1994.56,701.82,2696.38,1292.74
153,PAPUA N GNA,PNG,475.15,3098.51,3573.66,-2623.37,473.31,2860.19,3333.5,-2386.89,13.295892726224654,86.70410727377535,-73.40849437271592,-0.3872461328001631,-7.691438788320842,-6.720281168326025,3573.6600000000003,-0.0,Valid,-2623.36,-0.01,Valid,3333.5,0.0,Valid,-2386.88,-0.01,Valid,Oceania,East Asia and Pacific,Lower-middle income,30932.5,-2.12,2924.64,10.577,No,8174.0,6.5211,Trade Deficit,High Import Dependency,Low Export Dependency,Negative Growth,Negative Growth,Negative Growth,26.5,Low Trade Pressure,43.0,26.5,58.2,52.4,23.76,16.16,7.6,31.99,19.01,39.98,Reduce Import Dependency,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,475.15,3098.51,3573.66,-2623.37,473.31,2860.19,3333.5,-2386.89
154,PARAGUAY,PRY,1500.13,203.7,1703.83,1296.43,1274.68,226.94,1501.62,1047.74,88.04458191251476,11.955418087485253,76.0891638250295,-15.02869751288222,11.408934707903786,-11.86796804845554,1703.8300000000002,-0.0,Valid,1296.43,0.0,Valid,1501.62,-0.0,Valid,1047.74,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,42956.26,2.39,6199.35,6.929,Partial/Preferential (SAFTA/SAPTA/MERCOSUR PTA/APTA),15365.0,0.1358,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,High Growth,Negative Growth,26.1,Low Trade Pressure,40.7,26.1,57.3,51.6,75.01,51.01,24.0,32.0,60.01,39.99,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1500.13,203.7,1703.83,1296.43,1274.68,226.94,1501.62,1047.74
155,PERU,PER,6322.01,21800.94,28122.95,-15478.93,6793.54,37589.7,44383.24,-30796.16,22.479896312442328,77.52010368755766,-55.040207375115344,7.458545620775666,72.42238178720733,57.81857877640858,28122.95,0.0,Valid,-15478.929999999998,-0.0,Valid,44383.24,0.0,Valid,-30796.16,-0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,267603.25,8.57,7820.58,34.218,No,16915.0,3.4484,Trade Deficit,High Import Dependency,Low Export Dependency,Moderate Growth,High Growth,High Growth,31.0,Low Trade Pressure,62.7,31.0,65.8,59.2,316.1,214.95,101.15,32.0,252.88,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6322.01,21800.94,28122.95,-15478.93,6793.54,37589.7,44383.24,-30796.16
156,PHILIPPINES,PHL,13260.03,9996.41,23256.44,3263.62,14854.09,8094.98,22949.07,6759.12,57.01659411328648,42.983405886713534,14.03318822657294,12.021541429393444,-19.021128585162074,-1.3216554210360614,23256.44,-0.0,Valid,3263.620000000001,-0.0,Valid,22949.07,0.0,Valid,6759.110000000001,0.01,Valid,Asia,East Asia and Pacific,Upper-middle income,437146.37,8.11,3773.59,115.844,Yes - In force,4846.0,0.7539,Trade Surplus,Low Import Dependency,Moderate Export Dependency,High Growth,Negative Growth,Negative Growth,23.8,Low Trade Pressure,69.7,23.8,73.0,75.7,663.0,450.84,212.16,32.0,530.4,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,13260.03,9996.41,23256.44,3263.62,14854.09,8094.98,22949.07,6759.12
157,PITCAIRN IS.,PCN,,,0.0,0.0,0.0,0.12,0.13,-0.12,,,,,,,,,Missing,,,Missing,0.12,0.01,Valid,-0.12,0.0,Valid,Oceania,,,,,,,No,17180.0,,Missing,Missing,Missing,Missing,Missing,Missing,51.5,Moderate Trade Pressure,,51.5,,,0.0,0.0,0.0,,0.0,,Insufficient Data,,,,,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,,,0.0,0.0,0.0,0.12,0.13,-0.12
158,POLAND,POL,16192.79,10629.4,26822.2,5563.39,18031.31,8608.34,26639.64,9422.97,60.37084952017359,39.62911319727688,20.741736322896703,11.353942093981336,-19.01386719852484,-0.6806302242172577,26822.19,0.01,Valid,5563.390000000001,-0.0,Valid,26639.65,-0.01,Valid,9422.97,-0.0,Valid,Europe,Europe and Central Asia,High income,811229.1,17.61,22189.45,36.559,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",6030.0,0.6564,Trade Surplus,Low Import Dependency,Moderate Export Dependency,High Growth,Negative Growth,Negative Growth,23.3,Low Trade Pressure,69.8,23.3,73.2,65.9,809.64,550.56,259.08,32.0,647.71,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,16192.79,10629.4,26822.2,5563.39,18031.31,8608.34,26639.64,9422.97
159,PORTUGAL,PRT,8158.33,1215.11,9373.44,6943.22,6319.25,1440.47,7759.72,4878.78,87.03666956848286,12.963330431517136,74.07333913696573,-22.5423585464182,18.54646904395488,-17.21587805544176,9373.44,0.0,Valid,6943.22,0.0,Valid,7759.72,0.0,Valid,4878.78,0.0,Valid,Europe,Europe and Central Asia,High income,287080.01,12.49,26843.25,10.695,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",8195.0,0.1489,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,High Growth,Negative Growth,25.3,Low Trade Pressure,46.7,25.3,60.7,54.6,407.92,277.4,130.52,32.0,326.34,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,8158.33,1215.11,9373.44,6943.22,6319.25,1440.47,7759.72,4878.78
